N000222	N-6541	F	16	IRQ	3	ara			0		IRQ	N4a	6 m	6 m
N000223	N-6826	F	16	ZAF	3	afr			0		ZAF	N4a	1y 1m	1 y 1 m
N000224	N-6535	M	18	NGA	3	eng			0		NGA	N4a	2 y	2 y
N000225	N-6535	M	16	NGA	3	bin			0		NGA	N4a	2 y	2 y
N000226	N-6538	M	18	NLD	3	ara			0		NLD	N4a	2 y	2 y
N000227	N-6537	F	17	IDN	3	dut	ind		0		IDN	N4a	2 y	2 y
N000228	N-6601	F	14	NLD	3	dut	tur		0		NLD	N4a	2 y	2 y
N000229	N-6601	F	15	THA	3	tha			0		THA	N4a	1 y 6 m	1 y
N000230	N-6591	F	14	MAR	3	dut			0		MAR	N4a	10 m	5 m
N000231	N-6585	M	13	POL	3	pol	dut		0		POL	N4a	1 y 4 m	1 y
N000232	N-6601	M	15	CMR	3	eng			0		CMR	N4a	1 y 6 m	1 y
N000233	N-6628	F	13	POL	3	pol			0		POL	N4a	2 y	2 y
N000234	N-6544	M	13	AFG	3	pus			0		AFG	N4a	2 y 6 m	2 y 3 m
N000235	N-6541	M	14	IRQ	3	ara			0		IRQ	N4a	1 y 6 m	1 y 6 m
N000236	N-6651	M	12	AFG	3	fas			0		AFG	N4a	3 y	3 y
N000237	N-6601	F	14	POL	3	pol			0		POL	N4a	2 y 6 m	2 y
N000238	N-6537	F	15	POL	3	pol	dut		0		POL	N4a	6 m	3 m
N000239	N-7558	F	12	N-8601	2	tus			0		N-7557	N3b		
N000240	N-7491	F	12	N-2011	2	dut			0		N-2151	N3b		
N000241	N-7554	M	12	N-7551	2	dut			0		N-7554	N3b		
N000242	N-7553	M	12	N-7551	2	tus			0		N-7553	N3b		
N000243	N-7555	M	12	N-7551	2	dut			0		N-7555	N3b
N000244	N-7623	F	17	N-7621	2	tus			0		N-7623	N3b
N000245	N-7558	F	16	N-7551	2	tus			0		N-7558	N3b
N000246	N-7561	F	16	N-7561	2	tus			0		N-7561	N3b
N000247	N-7495	M	18	N-7495	2	tus	dut		0		N-7495	N3b
N000248	N-7621	F	13	N-7621	2	dut			0		N-7621	N3b
N000249	N-7491	F	13	N-6811	2	dut			0		N-6662	N3b
N000250	N-7625	F	13	N-7621	2	dut			0		N-7625	N3b
N000251	N-7558	M	13	N-7551	2	dut			0		N-7558	N3b
N000252	N-7557	M	13	N-7551	2	dut			0		N-7557	N3b
N000253	N-7557	M			2	dut			0		N-7557	N3b
N000254	N-7559	F	14	N-7511	2	dut			0		N-7559	N3b
N000255	N-7552	F	14	N-6531	2	dut			0		N-7552	N3b
N000256	N-7558	M	18	N-7551	2	tus			0		N-7558	N3b
N000257	N-7621	M	14	N-7551	2	tus			0		N-7621	N3b
N000258	N-7623	M	15	N-7621	2	tus			0		N-7623	N3b
N000259	N-5231	F	31	CHN	4	chi		A2	0	2	CHN	N4a	3 y	2 y
N000260	N-5212	M	34	NGA	4	dut		A2	0	2	NGA	N4a	2 y	1 y 3 m
N000261	N-5224	M	26	MAR	4	ara		B1	0	4	MAR	N4a	1 y 6 m	1 y 2 m
N000262	N-5252	F	29	COL	4	spa		B1	0	4	COL	N4a	2 y 6 m	1 y
N000263	N-5334	F	34	POL	4	dut		A2	0	2	POL	N4a	8 y	1 y 6 m
N000264	N-5224	F	29	IRQ	4	ara		A2	0	3	IRQ	N4a	2 y 7 m	1 y 6 m
N000265	N-4872	M	13	N-4871	2	dut			0		N-4872	N4a		
N000266	N-4881	M	15	N-4811	2	tus			0		N-4881	N4a		
N000267	N-4872	M	15	N-4871	2	dut			0		N-4872	N4a		
N000268	N-4871	M	15	N-4811	2	dut			0		N-4871	N4a		
N000269	N-4711	M	14	N-4701	2	tus			0		N-4711	N4a		
N000270	N-4872	M	14	N-4871	2	tus			0		N-4872	N4a		
N000271	N-4874	F	16	N-4811	2	dut			0		N-4847	N4a		
N000272	N-4872	F	16	N-4871	2	dut			0		N-4847	N4a		
N000273	N-4871	F	16	N-5011	2	tus			0		N-4847	N4a		
N000274	N-4874	F	16	N-4811	2	tus			0		N-4611	N4a		
N000275	N-4873	F	13	N-4811	2	dut			0		N-4873	N4a		
N000276	N-4871	M	12	N-4811	2	dut			0		N-4871	N4a		
N000277	N-4876	F	12	N-4871	2	dut			0		N-4876	N4a		
N000278	N-4872	M	12	N-4811	2	dut			0		N-4872	N4a		
N000279	N-4876	F	12	GBR	2	dut	eng		0		N-4847	N4a		
N000280	N-4872	F	14	N-4871	2	dut			0		N-4872	N4a		
N000281	N-4891	F	15	N-4811	2	dut			0		N-4847	N4a		
N000282	N-4873	M	14	N-4811	2	dut			0		N-4876	N4a		
N000283	N-4876	F	13	N-4811	2	tus			0		N-4876	N4a		
N000284	N-6932	M	15	IRQ	3	ara	arc		0		IRQ	N4a	10 m	7 m
N000285	N-6828	M	15	USA	3	dut	eng		0		USA	N4a	1 y 6 m	6 m
N000286	N-6828	F	17	CHN	3	chi			0		CHN	N4a	2 y	1 y 6 m
N000287	N-6932	M	15	RUS	3	dut	rus		0		RUS	N4a	1 y 6 m	1y 5 m
N000288	N-6823	F	13	LKA	3	dut	tam		0		LKA	N4a	2 y	1 y 6 m
N000289	N-6904	F	14	POL	3	pol			0		POL	N4a	1 y 6 m	1 y 6 m
N000290	N-6834	F	15	IRQ	3	dut	ara		0		IRQ	N4a	1 y 6 m	1 y 
N000291	N-6851	F	16	ARM	3	arm			0		ARM	N4a	2 y	1 6 m
N000292	N-6932	F	16	IRQ	3	arm			0		IRQ	N4a	11m 	7 m
N000293	N-6883	F	16	GHA	3	twi			0		GHA	N4a	1 y 6 m	1 y 6 m
N000294	N-6825	M	13	TUR	3	tur			0		TUR	N4a	1 y 4 m	1 y 3 m
N000295	N-6831	F	16	DOM	3	spa			0		DOM	N4a	4 m	1 w
N000296	N-6845	F	16	DEU	3	ger			0		DEU	N4a	9 m	7 m
N000297	N-6707	F	14	AFG	3	dut	fas		0		AFG	N4a		
N000298	N-6834	F	15	AFG	3	pus			0		AFG	N4a	1 y 2 m	11 m
N000299	N-6687	F	13	UKR	3	ukr			0		UKR	N4a	4 m	5 w
N000300	N-6834	M	17	AFG	3	pus			0		AFG	N4a	1 y 2 m	11 m
N000301	N-6851	M	14	ARM	3	arm			0		ARM	N4a	2 y	1 y 6 m
N000302	N-6687	M	15	UKR	3	ukr			0		UKR	N4a	4 m	5 w
N000303	N-4001	M	12	TUR	3	tur			0		TUR	N4a	2 y	1 y
N000304	N-4158	M	13	POL	3	pol			0		POL	N4a	2 y	2 y
N000305	N-4007	F	11	ISR	3	heb	dut		0		ISR	N4a	1 y 6 m	1 y 6 m
N000306	N-4061	F	15	IRQ	3	ara	dut		0		IRQ	N4a	2 y	1 y 6 m
N000307	N-4116	F	13	IDN	3	ind	dut		0		IDN	N4a	1 y 10 m	1 y 6 m
N000308	N-4007	M	14	ISR	3	heb	dut		0		ISR	N4a	1 y 6 m	1 y 6 m
N000309	N-6663	M	13	COG	3	fra	dut		0		COG	N4a	2 y	2 y
N000311	N-4051	M	15	ROU	3	dut	rum		0		ROU	N4a	1 y 6 m	1 y 6 m
N000312	N-4001	M	15	IRQ	3	ara			0		IRQ	N4a	2 y	1 y 6 m
N000313	N-6627	F	14	IRQ	3	ara			0		IRQ	N4a	1 y 6 m	1 y 6 m
N000314	N-4003	M	14	AFG	3	fas			0		AFG	N4a	1 y 6 m	1 y
N000315	N-4003	M	14	AFG	3	fas			0		AFG	N4a	1 y 6 m	1 y
N000316	N-4061	M	13	POL	3	pol	dut		0		POL	N4a	1 y 6 m	1 y
N000317	N-4006	F	15	AFG	3	fas			0		AFG	N4a	2 y	1 y 8 m
N000318	N-4021	M	13	THA	3	dut	tha		0		THA	N4a	1 y 6 m	1 y 8 m
N000319	N-6542	M	35	MAR	4	ara	ber	A2	0	2	MAR	N4a	22 y	2 y
N000320	N-6532	F	45	HKG	4	chi		A2	0	2	HKG	N4a	19 y	6 y
N000321	N-6546	F	44	CHN	4	dut	chi	A2	0	2	CHN	N4a	29 y	6 y
N000322	N-6546	F	49	HKG	4	chi		A2	0	2	HKG	N4a	38 y	7 y
N000323	N-4007	M	55	PAK	4	heb	eng	B1	0	4	PAK	N4a	2 y	1 y 6 m
N000324	N-4021	F	19	AZE	4	arm		A2	0	2	AZE	N4a	3 y	6 m
N000325	N-4003	M	49	AFG	4	fas		B2 	0	4	AFG	N4a	6 y	8 m
N000326	N-6651	F	47	RUS	4	dut	rus	B1	0	4	RUS	N4a	1 y 1 m	9 m
N000327	N-4007	F	25	BRA	4	dut	por	A2	0	2	BRA	N4a	1	8 m
N000328	N-6708	F	27	RUS	4	rus		A2	0	4	RUS	N4a	2 y 6 m	2 y
N000329	N-6709	F	28	CHN	4	dut		B1	0	4	CHN	N4a	4 y	10 m
N000330	N-6706	F	34	BRA	4	eng		A1	0	4	BRA	N4a	2 y	6 m
N000331	N-6714	M	44	IRN	4	fas		A2	0	4	IRN	N4a	12 y	6 m
N000332	N-3772	M	22	MAR	4	ara		A2	0	4	MAR	N4a	1 y	1 y
N000333	N-6721	F	32	CZE	4	ces		B1	0	4	CZE	N4a	7 m	6 m
N000334	N-3772	M	26	MAR	4	ara	dut	A2	0	4	MAR	N4a	1 y 5 m	1 y
N000335	N-6721	F	34	PHL	4	eng	dut	B1	0	2	PHL	N4a	2 y 6 m	2 y
N000336	N-6707	F	29	RUS	4	eng		A1	0	4	RUS	N4a	10 m	5 m
N000337	N-6714	F	47	IRN	4	fas		A2	0	2	IRN	N4a	13 y	5 m
N000338	N-6713	F	52	DZA	4	ara	dut	A2	0	2	DZA	N4a	12 y	1 y 6 m
N000339	N-6717	F	25	AZE	4	rus		A1	0		AZE	N4a	7 y	2 y
N000340	N-6713	F	20	POL	4	dut		A2	0	3	POL	N4a	1 y	10 m
N000341	N-6714	F	27	SRB	4	scc		A1	0	3	SRB	N4a	1 y 6 m	
N000342	N-4003	F	24	TUR	4	tur	dut	B1	0	4	TUR	N4a	11 m	10 m
N000343	N-4003	F	37	MNG	4	eng		A2	0	4	MNG	N4a	3 y 6 m	2 y
N000344	N-6669	M	34	COG	4	fra		B1	0	2	COG	N4a	3 y 	1 y 6 m
N000345	N-4023	F	29	PHL	4	eng	dut	A2	0	3	PHL	N4a	1 y 9 m	1 y 4 m
N000346	N-4003	F	40	MYS	4	chi		A2	0	2	MYS	N4a	20 y	8 m
N000347	N-6712	M	36	TUR	4	dut		A1	0	2	TUR	N4a	2 y	1 y 6 m
N000348	N-6714	M	31	TUR	4	dut		A1	0	3	TUR	N4a	2 y	1 y 3 m
N000349	N-6714	M	42	BDI	4	run		A1	0	3	BDI	N4a	2 y	1 y
N000350	N-6716	M	44	GMB	4	dut		A1	0	2	GMB	N4a	1 y 1 m	1 y
N100001	N-5821	F	79	N-5813	5	tus	dia		0	2	N-5813	N4a		
N100004	N-5821	F	65	N-5441	5	dia			0	2		N4a		
N100005	N-5821	M	83	N-5441	5	dia			0	2	N-5441	N4a		
N100007	N-5821	M	66	N-5441	5	dia			0	3		N4a		
N100008	N-5821	F	89	N-5441	5	dia			0	2	N-5441	N4a		
N100009	N-5821	M	67	N-3851	5	dia			0	2	N-5964	N4a
N100015	N-7443	M	65	N-7441	5	dia			0	3	N-7441	N3b
N100017	N-7443	F	68	N-7441	5	tus	dia		0	4	N-7441	N3b
N100018	N-7443	F	68	N-7441	5	dut			0	3	N-7441	N3b
N100019	N-7443	F	78	N-7671	5	dia			0	2	N-7671	N3b
N100020	N-7443	F	75	N-7705	5	tus			0	2	N-7705	N3b
N100021	N-2908	F	68	N-3011	5	dut			0	4	N-3011	N1b
N100022	N-2908	M	68	N-3011	5	tus			0	2	N-3011	N1b
N100023	N-2908	F	82	N-3011	5	dut			0	2	N-3011	N1b
N100024	N-2908	F	62	N-6626	5	dut			0	2	N-3011	N1b
N100025	N-2908	F	77	N-4141	5	dut			0	4	N-4141	N1b
N100029	N-6661	M	76	N-5321	5	dut	dia		0	2	N-5321	N2c
N100030	N-6661	F	79	N-6661	5	dut			0	2	N-6661	N2c
N100031	N-6661	M	90	IDN	5	dut			0	2	IDN	N2c
N100032	N-6661	F	85	N-6661	5	dia			0	2	N-6661	N2c
N100034	N-7602	M	75	N-7466	5	dut	dia		0	3	N-7466	N3b
N100035	N-7602	F	93	N-3011	5	dut			0	2	N-1011	N3b
N100036	N-7602	F	85	N-7691	5	dut			0	4	N-7691	N3b
N100037	N-7602	F	88	N-8584	5	dut			0	2	N-8584	N3b
N100038	N-7602	F	75	N-7691	5	dut	dia		0	2	N-7691	N3b
N100039	N-7602	M	70	N-7901	5	tus			0	2	N-7901	N3b
N100040	N-7496	F	76	N-7471	5	tus	dia		0	2	N-7471	N3b
N100041	N-7496	F	78	N-7151	5	dut	tus		0	2	N-7151	N3b
N100042	N-7496	F	84	N-1011	5	dut			0	2	N-1011	N3b
N100043	N-7496	F	78	N-7481	5	tus	dia		0	2	N-7481	N3b
N100044	N-7496	M	66	N-7551	5	dia			0	2	N-7551	N3b
N100045	N-7496	F	80	N-7471	5	tus	dia		0	2	N-7496	N3b
N100046	N-1024	F	84	N-1011	5	tus			0	2	N-1011	N1b
N100047	N-1024	F	59	N-1011	5	dia			0	2	N-1011	N1b
N100048	N-5854	M	94	N-5851	5	dia			0	2	N-5851	N4a
N100049	N-5854	F	92	N-5341	5	dia			0	2	N-5325	N4a
N100050	N-5854	M	84	N-5441	5	dia			0	2	N-5441	N4a
N100051	N-5854	F	78	N-5861	5	tus			0	2	N-5861	N4a
N100052	N-5854	F	65	N-5431	5	dut	dia		0	2	N-5831	N4a
N100053	N-3851	F	68	N-6041	5	dut	dia		0	2	N-3451	N2c
N100054	N-3851	M	83	N-3851	5	dut	dia		0	2	N-3851	N2c
N100055	N-3851	F	81	N-3011	5	dut			0	2	N-3011	N2c
N100056	N-3851	M	88	N-2411	5	dut			0	3	N-2411	N2c
N100057	N-3851	M	83	N-3851	5	dia			0	2	N-3851	N2c
N100058	N-3851	F	80	N-3851	5	tus	dia		0	2	N-3851	N2c
N100059	N-3851	M	67	N-1011	5	tus			0	4	N-1011	N2c
N100060	N-6661	M	86	N-5321	5	tus	dia		0	2	N-5321	N2c
N100061	N-6661	F	84	N-5221	5	tus			0	2	N-5221	N2c
N100062	N-6661	F	88	N-6681	5	dia			0	2	N-6681	N2c
N100063	N-6661	F	78	N-5911	5	dut	tus		0	2	N-6531	N2c
N100064	N-6661	F	88	N-1011	5	dut			0	2	N-1011	N2c
N100065	N-6661	M	90	N-1011	5	tus			0	2	N-2441	N2c
N100066	N-5854	F	79	N-5441	5	tus			0	2	N-5441	N4a
N100067	N-5854	M	78	N-5441	5	tus	dia		0	2	N-5441	N4a
N100068	N-5854	F	75	N-5441	5	tus	dia		0	2	N-5441	N4a
N100069	N-5854	F	85	N-5856	5	dia			0	2	N-5856	N4a
N100070	N-5854	F	96	N-5766	5	tus			0	2	N-5928	N4a
N100072	N-1251	M	92	N-1211	5	dut			0	4	N-1211	N1b
N100073	N-1251	F	83	N-1251	5	dut			0	2	N-1251	N1b
N100074	N-1251	F	82	N-1951	5	dut			0	3	ANT	N1b
N100075	N-1251	F	91	N-2611	5	dut			0	4	N-3011	N1b
N100076	N-1251	M	74	N-1251	5	dut	tus		0	2	N-1251	N1b
N100077	N-1251	M	84	N-3741	5	dut			0	2	N-3741	N1b
N100078	N-1216	F	78	N-1211	5	dut			0	2	N-1211	N1b
N100079	N-1216	F	68	N-2491	5	dut			0	2	N-2491	N1b
N100080	N-1216	F	74	N-1211	5	dut			0	3	N-1211	N1b
N100081	N-1216	F	74	N-3451	5	dut			0	2	N-3451	N1b
N100082	N-1216	M	95	DEU	5	dut			0	2	DEU	N1b
